total_time_on_host,total_est_exe_time,num_offload_heads,speed_up_of_accelerated_code,speed_up,fraction_of_accelerated_code,offload_non_accel_time,total_app_time_in_mpi,total_app_time_in_ignored,total_est_time_on_host,total_est_acc_time,total_data_tax,total_launch_tax,frac_Compute_bound_offloads,frac_L3_BW_bound_offloads,frac_GTI_BW_bound_offloads,frac_LLC_BW_bound_offloads,frac_DRAM_BW_bound_offloads,frac_Global_Atomic_bound_offloads,frac_Latencies_bound_offloads,frac_Data_Transfer_bound_offloads,frac_Launch_Tax_bound_offloads,frac_Dependency_bound_offloads,frac_Trip_Count_bound_offloads,frac_Unknown_bound_offloads,frac_Non_offloaded,measured_total_time_on_host,cpu_scale_factor
2.5399999999999996,2.007254820722222,3,30.43416674651314,1.265409839238096,21.68680037401575,0.0,0.0,0.0,1.9891552704999995,0.018084225777777775,0.0,1.5324444444444448e-05,0.0,0.0,0.0,0.0,18.902894944881893,0.0,0.0,0.0,2.783905429133859,0.0,0.0,0.0,78.31319962598425,2.5399999999999996,1.0
